TransactionID,Date,CustomerID,City,State,Region,StoreID,ProductCategory,ProductName,ProductID,Quantity,UnitPrice,TotalSale,PaymentMethod,SalesRep,Discount,Season,Membership
5756,2023-01-31,63031,Savannah,Georgia,South,27,Guantes,Guantes Golf,P8769,5,168.04,655.36,PayPal,Rep_19,0.22,Spring,Silver
5757,2023-06-10,20471,San Antonio,Texas,South,34,Polos,Polos Golf,P4215,4,170.05,489.74,Tarjeta Crédito,Rep_6,0.28,Summer,Silver
5758,2023-08-25,27475,Springfield,Illinois,Midwest,6,Guantes,Guantes Golf,P6525,4,107.87,358.13,PayPal,Rep_12,0.17,Fall,Silver
5759,2023-10-11,34142,Jacksonville,Florida,South,5,Zapatos,Zapatos Golf,P8147,2,170.78,324.48,Efectivo,Rep_3,0.05,Summer,Gold
5760,2023-09-04,22930,Henderson,Nevada,West,30,Pantalones,Pantalones Golf,P3779,1,145.17,137.91,Tarjeta Crédito,Rep_7,0.05,Fall,Platinum
5761,2023-06-25,78068,Mesa,Arizona,West,28,Guantes,Guantes Golf,P3451,3,67.19,193.51,PayPal,Rep_20,0.04,Fall,Gold
5762,2023-12-26,15885,Scottsdale,Arizona,West,46,Polos,Polos Golf,P7246,5,115.67,566.78,Tarjeta Crédito,Rep_17,0.02,Spring,Platinum
5763,2023-02-04,75091,Tucson,Arizona,West,36,Gorras,Gorras Golf,P1607,3,81.47,205.3,Tarjeta Crédito,Rep_15,0.16,Winter,Platinum
5764,2023-01-23,69534,Los Angeles,California,West,10,Guantes,Guantes Golf,P9318,1,132.88,97.0,Tarjeta Débito,Rep_16,0.27,Summer,None
5765,2023-08-12,20412,Atlanta,Georgia,South,10,Pantalones,Pantalones Golf,P9473,3,190.88,492.47,PayPal,Rep_9,0.14,Summer,Platinum
5766,2023-02-10,92834,Naperville,Illinois,Midwest,34,Gorras,Gorras Golf,P3159,5,108.54,499.28,PayPal,Rep_15,0.08,Fall,Gold
5767,2023-01-18,70663,Buffalo,New York,Northeast,22,Zapatos,Zapatos Golf,P8155,5,60.74,246.0,Tarjeta Crédito,Rep_14,0.19,Fall,Gold
5768,2023-11-17,21665,Savannah,Georgia,South,18,Zapatos,Zapatos Golf,P8369,2,117.16,208.54,Tarjeta Crédito,Rep_7,0.11,Summer,Silver
5769,2023-03-01,72169,Las Vegas,Nevada,West,20,Guantes,Guantes Golf,P4174,1,28.06,27.78,Tarjeta Débito,Rep_20,0.01,Spring,None
5770,2023-06-23,35753,Reno,Nevada,West,38,Pantalones,Pantalones Golf,P2373,1,115.05,98.94,PayPal,Rep_2,0.14,Fall,Gold
5771,2023-06-24,34385,Las Vegas,Nevada,West,38,Guantes,Guantes Golf,P3328,1,195.78,193.82,Tarjeta Crédito,Rep_5,0.01,Spring,Silver
5772,2023-02-09,65811,Los Angeles,California,West,36,Zapatos,Zapatos Golf,P7832,5,197.98,732.53,Efectivo,Rep_16,0.26,Winter,Platinum
5773,2023-12-07,21400,Chicago,Illinois,Midwest,30,Pantalones,Pantalones Golf,P2812,3,158.06,407.79,Tarjeta Débito,Rep_19,0.14,Fall,None
5774,2023-04-24,98758,Peoria,Illinois,Midwest,26,Polos,Polos Golf,P1041,4,96.03,353.39,PayPal,Rep_19,0.08,Spring,Platinum
5775,2023-04-13,65132,Buffalo,New York,Northeast,16,Polos,Polos Golf,P7504,1,110.78,93.06,Tarjeta Débito,Rep_19,0.16,Fall,Platinum
5776,2023-08-07,28032,Dallas,Texas,South,39,Polos,Polos Golf,P2052,2,20.86,34.21,PayPal,Rep_20,0.18,Summer,Platinum
5777,2023-03-22,39303,Miami,Florida,South,18,Zapatos,Zapatos Golf,P9616,3,143.96,410.29,Tarjeta Crédito,Rep_14,0.05,Winter,Gold
5778,2023-03-30,98280,Springfield,Illinois,Midwest,31,Polos,Polos Golf,P6084,3,132.49,397.47,Tarjeta Crédito,Rep_5,0.0,Spring,Gold
5779,2023-10-31,81367,Rochester,New York,Northeast,29,Zapatos,Zapatos Golf,P1503,3,141.1,406.37,PayPal,Rep_9,0.04,Winter,None
5780,2023-12-23,47626,Los Angeles,California,West,10,Gorras,Gorras Golf,P8339,4,55.65,182.53,PayPal,Rep_12,0.18,Summer,None
5781,2023-04-26,23919,Chicago,Illinois,Midwest,24,Pantalones,Pantalones Golf,P6050,1,58.84,42.36,Efectivo,Rep_12,0.28,Summer,Platinum
5782,2023-05-09,71804,Springfield,Illinois,Midwest,36,Guantes,Guantes Golf,P9510,1,99.38,84.47,Tarjeta Crédito,Rep_7,0.15,Summer,Silver
5783,2023-02-11,64165,Las Vegas,Nevada,West,35,Polos,Polos Golf,P8083,4,186.74,739.49,Tarjeta Crédito,Rep_16,0.01,Winter,Platinum
5784,2023-07-04,80143,Carson City,Nevada,West,45,Gorras,Gorras Golf,P4799,1,186.74,130.72,Tarjeta Crédito,Rep_8,0.3,Spring,Platinum
5785,2023-05-17,34373,Sacramento,California,West,18,Guantes,Guantes Golf,P7922,4,104.22,291.82,Efectivo,Rep_5,0.3,Fall,Gold
5786,2023-03-06,50998,Buffalo,New York,Northeast,14,Polos,Polos Golf,P4872,4,69.85,259.84,Tarjeta Crédito,Rep_14,0.07,Summer,Platinum
5787,2023-11-28,23588,Augusta,Georgia,South,6,Pantalones,Pantalones Golf,P6442,2,156.41,225.23,Tarjeta Débito,Rep_14,0.28,Summer,Gold
5788,2023-11-23,75463,Carson City,Nevada,West,22,Pantalones,Pantalones Golf,P5000,4,140.98,490.61,Efectivo,Rep_18,0.13,Spring,Silver
5789,2023-01-30,88970,Austin,Texas,South,2,Guantes,Guantes Golf,P3294,2,86.33,139.85,PayPal,Rep_16,0.19,Summer,None
5790,2023-08-22,54064,Rochester,New York,Northeast,43,Pantalones,Pantalones Golf,P7509,2,148.34,228.44,Tarjeta Crédito,Rep_6,0.23,Fall,None
5791,2023-07-15,81444,Albany,New York,Northeast,7,Gorras,Gorras Golf,P1037,3,143.4,404.39,Efectivo,Rep_20,0.06,Winter,None
5792,2023-09-21,83443,Chicago,Illinois,Midwest,49,Guantes,Guantes Golf,P8218,1,70.79,59.46,Tarjeta Crédito,Rep_6,0.16,Spring,Silver
5793,2023-10-14,88197,Springfield,Illinois,Midwest,8,Gorras,Gorras Golf,P5677,3,102.76,231.21,Efectivo,Rep_5,0.25,Fall,None
5794,2023-02-15,53858,Albany,New York,Northeast,29,Gorras,Gorras Golf,P9921,1,117.53,114.0,Efectivo,Rep_17,0.03,Summer,None
5795,2023-11-08,99523,San Antonio,Texas,South,44,Gorras,Gorras Golf,P8208,4,94.82,311.01,Efectivo,Rep_13,0.18,Winter,Gold
5796,2023-11-18,62976,Rochester,New York,Northeast,41,Guantes,Guantes Golf,P4087,2,51.66,87.82,Tarjeta Débito,Rep_20,0.15,Winter,Gold
5797,2023-06-07,88241,Mesa,Arizona,West,19,Pantalones,Pantalones Golf,P6512,1,158.47,134.7,PayPal,Rep_1,0.15,Summer,Platinum
5798,2023-04-16,90627,Las Vegas,Nevada,West,36,Gorras,Gorras Golf,P6183,1,61.79,56.23,PayPal,Rep_12,0.09,Summer,Platinum
5799,2023-07-03,40239,Chicago,Illinois,Midwest,49,Zapatos,Zapatos Golf,P3808,1,196.79,157.43,PayPal,Rep_16,0.2,Fall,Silver
5800,2023-08-03,92384,New York City,New York,Northeast,41,Polos,Polos Golf,P3411,3,61.43,160.33,Efectivo,Rep_19,0.13,Summer,Gold
5801,2023-12-10,43399,Savannah,Georgia,South,36,Guantes,Guantes Golf,P4425,4,92.72,344.92,Tarjeta Crédito,Rep_10,0.07,Winter,Platinum
5802,2023-10-29,10363,Phoenix,Arizona,West,9,Polos,Polos Golf,P3934,4,26.09,84.53,Tarjeta Crédito,Rep_3,0.19,Fall,Gold
5803,2023-11-24,77907,New York City,New York,Northeast,48,Polos,Polos Golf,P4041,5,97.42,409.16,Tarjeta Débito,Rep_14,0.16,Fall,Platinum
5804,2023-07-25,73425,San Antonio,Texas,South,13,Gorras,Gorras Golf,P1176,3,196.25,582.86,PayPal,Rep_4,0.01,Summer,None
5805,2023-12-25,18283,Los Angeles,California,West,48,Zapatos,Zapatos Golf,P8821,3,116.01,344.55,Tarjeta Débito,Rep_14,0.01,Winter,Silver
5806,2023-11-11,65381,Tampa,Florida,South,4,Zapatos,Zapatos Golf,P9245,1,82.21,67.41,Tarjeta Crédito,Rep_2,0.18,Summer,Platinum
5807,2023-08-16,16206,Austin,Texas,South,23,Polos,Polos Golf,P2799,1,148.19,121.52,Tarjeta Crédito,Rep_9,0.18,Fall,Gold
5808,2023-11-02,85859,Springfield,Illinois,Midwest,37,Polos,Polos Golf,P4667,5,159.29,581.41,Tarjeta Crédito,Rep_9,0.27,Spring,Gold
5809,2023-11-19,96457,Phoenix,Arizona,West,10,Zapatos,Zapatos Golf,P2208,4,186.71,522.79,Tarjeta Crédito,Rep_18,0.3,Winter,None
5810,2023-02-06,95599,Springfield,Illinois,Midwest,20,Pantalones,Pantalones Golf,P2415,5,175.68,825.7,Efectivo,Rep_4,0.06,Winter,None
5811,2023-06-21,55033,Naperville,Illinois,Midwest,35,Guantes,Guantes Golf,P4087,1,125.75,105.63,Tarjeta Crédito,Rep_1,0.16,Winter,Silver
5812,2023-05-02,37140,Atlanta,Georgia,South,23,Guantes,Guantes Golf,P6716,3,135.26,385.49,Tarjeta Débito,Rep_11,0.05,Fall,Gold
5813,2023-11-26,80549,Phoenix,Arizona,West,29,Polos,Polos Golf,P7828,4,195.75,555.93,PayPal,Rep_11,0.29,Summer,Platinum
5814,2023-02-02,61984,Buffalo,New York,Northeast,17,Pantalones,Pantalones Golf,P2225,3,197.05,561.59,Efectivo,Rep_5,0.05,Spring,None
5815,2023-01-16,75170,Peoria,Illinois,Midwest,40,Gorras,Gorras Golf,P5722,4,120.01,374.43,Tarjeta Crédito,Rep_11,0.22,Summer,Gold
5816,2023-06-25,39898,San Francisco,California,West,42,Polos,Polos Golf,P2583,5,196.97,925.76,PayPal,Rep_17,0.06,Winter,Silver
5817,2023-10-08,80482,Miami,Florida,South,22,Polos,Polos Golf,P4730,5,177.97,854.26,PayPal,Rep_2,0.04,Summer,Platinum
5818,2023-03-10,65194,Peoria,Illinois,Midwest,14,Zapatos,Zapatos Golf,P2039,1,81.57,57.1,Efectivo,Rep_9,0.3,Spring,Platinum
5819,2023-02-07,23128,San Antonio,Texas,South,16,Gorras,Gorras Golf,P9222,2,97.07,182.49,Efectivo,Rep_6,0.06,Fall,Silver
5820,2023-02-26,61824,Buffalo,New York,Northeast,41,Guantes,Guantes Golf,P2191,2,173.69,343.91,Efectivo,Rep_20,0.01,Winter,Platinum
5821,2023-06-12,92520,Savannah,Georgia,South,47,Gorras,Gorras Golf,P3985,4,178.53,578.44,Tarjeta Débito,Rep_3,0.19,Fall,Platinum
5822,2023-11-04,30643,Houston,Texas,South,48,Gorras,Gorras Golf,P4703,2,112.22,168.33,Tarjeta Débito,Rep_16,0.25,Spring,None
5823,2023-05-27,87483,San Diego,California,West,8,Pantalones,Pantalones Golf,P8292,1,132.28,113.76,PayPal,Rep_11,0.14,Spring,Silver
5824,2023-01-25,45376,Buffalo,New York,Northeast,23,Guantes,Guantes Golf,P8636,4,174.78,517.35,Tarjeta Crédito,Rep_9,0.26,Winter,Silver
5825,2023-08-04,92895,Austin,Texas,South,36,Polos,Polos Golf,P2461,2,111.07,164.38,Tarjeta Crédito,Rep_8,0.26,Fall,None
5826,2023-12-08,25633,Phoenix,Arizona,West,10,Pantalones,Pantalones Golf,P8747,1,161.63,122.84,PayPal,Rep_16,0.24,Winter,Platinum
5827,2023-03-29,83668,Henderson,Nevada,West,1,Zapatos,Zapatos Golf,P8028,5,155.23,690.77,Efectivo,Rep_13,0.11,Fall,Platinum
5828,2023-10-25,96844,Naperville,Illinois,Midwest,21,Guantes,Guantes Golf,P2681,1,171.2,142.1,PayPal,Rep_5,0.17,Fall,Gold
5829,2023-08-09,64688,San Antonio,Texas,South,28,Guantes,Guantes Golf,P2581,2,192.69,289.03,Efectivo,Rep_6,0.25,Fall,Platinum
5830,2023-08-30,48756,Augusta,Georgia,South,21,Pantalones,Pantalones Golf,P1250,5,25.5,98.17,PayPal,Rep_3,0.23,Winter,Platinum
5831,2023-09-10,39993,Henderson,Nevada,West,4,Guantes,Guantes Golf,P9942,5,117.47,458.13,Efectivo,Rep_8,0.22,Summer,Silver
5832,2023-12-03,63306,Tampa,Florida,South,32,Zapatos,Zapatos Golf,P1567,2,182.74,263.15,PayPal,Rep_14,0.28,Fall,None
5833,2023-04-21,54500,Naperville,Illinois,Midwest,27,Guantes,Guantes Golf,P2288,2,87.26,136.13,Efectivo,Rep_8,0.22,Fall,None
5834,2023-11-27,56488,Naperville,Illinois,Midwest,42,Zapatos,Zapatos Golf,P5622,1,28.39,24.98,PayPal,Rep_2,0.12,Spring,Platinum
5835,2023-11-10,54614,Tampa,Florida,South,9,Guantes,Guantes Golf,P8376,4,43.83,161.29,PayPal,Rep_15,0.08,Winter,None
5836,2023-10-09,24278,Albany,New York,Northeast,15,Guantes,Guantes Golf,P9979,1,103.88,94.53,Efectivo,Rep_14,0.09,Spring,None
5837,2023-12-17,91566,Carson City,Nevada,West,16,Pantalones,Pantalones Golf,P3000,3,60.32,164.67,PayPal,Rep_16,0.09,Winter,None
5838,2023-03-28,26869,San Diego,California,West,17,Guantes,Guantes Golf,P3125,2,179.33,319.21,PayPal,Rep_15,0.11,Summer,Silver
5839,2023-12-21,49354,Sacramento,California,West,11,Polos,Polos Golf,P2302,3,186.59,459.01,Tarjeta Crédito,Rep_17,0.18,Spring,None
5840,2023-01-14,61764,Macon,Georgia,South,13,Guantes,Guantes Golf,P9346,1,161.19,135.4,PayPal,Rep_8,0.16,Winter,Platinum
5841,2023-05-05,24960,San Diego,California,West,38,Guantes,Guantes Golf,P5891,2,56.72,95.29,Tarjeta Crédito,Rep_5,0.16,Spring,Silver
5842,2023-11-29,79306,Chicago,Illinois,Midwest,41,Guantes,Guantes Golf,P7508,2,147.88,224.78,PayPal,Rep_2,0.24,Spring,Gold
5843,2023-03-17,47403,Scottsdale,Arizona,West,44,Zapatos,Zapatos Golf,P9646,2,45.16,74.06,Efectivo,Rep_2,0.18,Spring,None
5844,2023-08-03,88671,Mesa,Arizona,West,18,Guantes,Guantes Golf,P8324,5,29.51,115.09,Tarjeta Débito,Rep_19,0.22,Spring,Silver
5845,2023-12-04,93595,Savannah,Georgia,South,30,Zapatos,Zapatos Golf,P3278,1,22.25,19.36,Tarjeta Crédito,Rep_2,0.13,Winter,None
5846,2023-10-20,85310,New York City,New York,Northeast,19,Gorras,Gorras Golf,P4726,3,149.72,440.18,Efectivo,Rep_19,0.02,Summer,Platinum
5847,2023-11-03,92542,Carson City,Nevada,West,38,Zapatos,Zapatos Golf,P1738,5,28.05,120.61,Efectivo,Rep_6,0.14,Summer,None
5848,2023-08-13,56645,San Diego,California,West,22,Pantalones,Pantalones Golf,P7308,1,61.0,42.7,Efectivo,Rep_18,0.3,Spring,Platinum
5849,2023-02-20,27787,Orlando,Florida,South,36,Pantalones,Pantalones Golf,P5438,2,74.85,107.78,Efectivo,Rep_6,0.28,Summer,Silver
5850,2023-04-04,95541,Orlando,Florida,South,30,Polos,Polos Golf,P2286,4,190.06,699.42,Efectivo,Rep_20,0.08,Summer,Gold
5851,2023-05-25,13080,Reno,Nevada,West,44,Guantes,Guantes Golf,P9149,1,169.13,164.06,Tarjeta Crédito,Rep_2,0.03,Spring,Platinum
5852,2023-05-28,89262,Atlanta,Georgia,South,28,Polos,Polos Golf,P7112,5,170.72,682.88,PayPal,Rep_6,0.2,Fall,None
5853,2023-07-08,39338,Orlando,Florida,South,27,Pantalones,Pantalones Golf,P3833,5,118.38,568.22,PayPal,Rep_13,0.04,Summer,Silver
5854,2023-02-19,14008,San Antonio,Texas,South,36,Pantalones,Pantalones Golf,P9546,5,109.48,520.03,Tarjeta Crédito,Rep_5,0.05,Spring,None
5855,2023-02-07,46721,Augusta,Georgia,South,39,Pantalones,Pantalones Golf,P1906,4,71.87,247.23,PayPal,Rep_10,0.14,Winter,Platinum
5856,2023-03-09,15527,Sacramento,California,West,17,Pantalones,Pantalones Golf,P6936,4,159.58,529.81,Efectivo,Rep_7,0.17,Spring,Platinum
5857,2023-06-01,59589,Austin,Texas,South,19,Zapatos,Zapatos Golf,P3732,5,96.88,416.58,Tarjeta Crédito,Rep_18,0.14,Summer,Silver
5858,2023-03-02,27033,Houston,Texas,South,47,Guantes,Guantes Golf,P9586,2,102.17,147.12,Tarjeta Crédito,Rep_12,0.28,Winter,Silver
5859,2023-07-13,85638,Chicago,Illinois,Midwest,28,Gorras,Gorras Golf,P4785,4,92.43,303.17,Tarjeta Débito,Rep_8,0.18,Summer,Silver
5860,2023-08-09,70582,Jacksonville,Florida,South,47,Gorras,Gorras Golf,P1311,2,91.71,152.24,PayPal,Rep_17,0.17,Spring,Silver
5861,2023-03-02,88914,Savannah,Georgia,South,19,Gorras,Gorras Golf,P8058,2,28.27,51.45,Tarjeta Crédito,Rep_7,0.09,Spring,None
5862,2023-07-27,54469,San Francisco,California,West,6,Polos,Polos Golf,P6117,3,190.43,457.03,PayPal,Rep_2,0.2,Summer,None
5863,2023-11-12,15754,Houston,Texas,South,34,Gorras,Gorras Golf,P9292,5,46.08,216.58,Tarjeta Débito,Rep_13,0.06,Fall,Silver
5864,2023-05-11,74477,Peoria,Illinois,Midwest,11,Guantes,Guantes Golf,P6440,3,190.66,411.83,Tarjeta Crédito,Rep_14,0.28,Winter,Silver
5865,2023-11-15,16459,Austin,Texas,South,31,Zapatos,Zapatos Golf,P8231,3,75.28,203.26,Efectivo,Rep_12,0.1,Summer,Platinum
5866,2023-06-09,88303,Jacksonville,Florida,South,29,Polos,Polos Golf,P6070,4,138.38,470.49,Efectivo,Rep_10,0.15,Winter,Gold
5867,2023-09-01,26991,Houston,Texas,South,35,Guantes,Guantes Golf,P9705,1,116.62,81.63,Efectivo,Rep_10,0.3,Winter,Platinum
5868,2023-09-26,83689,Peoria,Illinois,Midwest,17,Pantalones,Pantalones Golf,P9595,1,170.38,122.67,Tarjeta Crédito,Rep_20,0.28,Spring,Silver
5869,2023-09-02,51402,New York City,New York,Northeast,12,Zapatos,Zapatos Golf,P3803,2,130.05,205.48,Efectivo,Rep_20,0.21,Fall,Gold
5870,2023-03-16,67797,New York City,New York,Northeast,31,Gorras,Gorras Golf,P5013,3,189.35,482.84,Efectivo,Rep_16,0.15,Winter,Silver
5871,2023-03-29,78187,New York City,New York,Northeast,28,Polos,Polos Golf,P2593,5,168.83,675.32,Tarjeta Débito,Rep_14,0.2,Winter,Platinum
5872,2023-10-27,69740,Chicago,Illinois,Midwest,30,Polos,Polos Golf,P4701,1,165.36,152.13,PayPal,Rep_18,0.08,Winter,Gold
5873,2023-07-24,14001,Sacramento,California,West,3,Zapatos,Zapatos Golf,P5917,2,154.82,306.54,Tarjeta Débito,Rep_5,0.01,Fall,Gold
5874,2023-09-09,59940,Miami,Florida,South,26,Pantalones,Pantalones Golf,P3588,4,110.82,425.55,PayPal,Rep_8,0.04,Summer,Silver
5875,2023-04-17,60206,Reno,Nevada,West,28,Polos,Polos Golf,P6176,2,107.99,164.14,Tarjeta Crédito,Rep_14,0.24,Fall,Platinum
5876,2023-01-13,37569,Chicago,Illinois,Midwest,46,Guantes,Guantes Golf,P9065,3,150.89,375.72,Tarjeta Crédito,Rep_19,0.17,Spring,Platinum
5877,2023-09-18,32802,Peoria,Illinois,Midwest,14,Polos,Polos Golf,P6392,3,93.48,266.42,Efectivo,Rep_16,0.05,Summer,None
5878,2023-09-05,14915,Peoria,Illinois,Midwest,20,Gorras,Gorras Golf,P9557,2,86.07,165.25,Tarjeta Débito,Rep_4,0.04,Fall,None
5879,2023-11-23,36640,Carson City,Nevada,West,13,Pantalones,Pantalones Golf,P9935,1,180.1,176.5,PayPal,Rep_8,0.02,Fall,Gold
5880,2023-09-21,57168,Atlanta,Georgia,South,30,Gorras,Gorras Golf,P9260,2,150.45,255.76,PayPal,Rep_12,0.15,Fall,None
5881,2023-05-11,27397,San Antonio,Texas,South,29,Zapatos,Zapatos Golf,P2775,5,124.66,592.13,PayPal,Rep_3,0.05,Fall,None
5882,2023-04-12,27667,Rochester,New York,Northeast,48,Zapatos,Zapatos Golf,P1306,3,86.35,215.01,Efectivo,Rep_4,0.17,Spring,Platinum
5883,2023-10-15,45553,Augusta,Georgia,South,38,Guantes,Guantes Golf,P5635,1,64.76,46.63,Tarjeta Crédito,Rep_3,0.28,Fall,Platinum
5884,2023-08-19,42998,San Diego,California,West,45,Zapatos,Zapatos Golf,P6134,4,171.89,563.8,Tarjeta Crédito,Rep_3,0.18,Summer,Platinum
5885,2023-02-05,29820,Orlando,Florida,South,24,Guantes,Guantes Golf,P6870,5,98.1,461.07,Tarjeta Débito,Rep_2,0.06,Spring,Silver
5886,2023-09-03,68005,Atlanta,Georgia,South,36,Gorras,Gorras Golf,P3225,2,93.17,154.66,PayPal,Rep_1,0.17,Fall,Gold
5887,2023-03-01,88508,New York City,New York,Northeast,37,Zapatos,Zapatos Golf,P6152,4,115.86,384.66,Tarjeta Débito,Rep_19,0.17,Fall,Silver
5888,2023-06-23,41395,Rochester,New York,Northeast,24,Pantalones,Pantalones Golf,P2112,5,166.76,625.35,Tarjeta Crédito,Rep_13,0.25,Fall,Gold
5889,2023-04-13,26369,New York City,New York,Northeast,14,Guantes,Guantes Golf,P8977,3,184.61,542.75,Efectivo,Rep_11,0.02,Fall,None
5890,2023-02-16,11119,Tampa,Florida,South,14,Guantes,Guantes Golf,P2091,3,24.84,72.28,Tarjeta Débito,Rep_13,0.03,Spring,Silver
5891,2023-06-10,46441,Houston,Texas,South,26,Gorras,Gorras Golf,P8316,4,43.49,123.51,PayPal,Rep_16,0.29,Spring,None
5892,2023-04-19,55196,Dallas,Texas,South,35,Zapatos,Zapatos Golf,P8008,3,197.06,573.44,Efectivo,Rep_5,0.03,Spring,Silver
5893,2023-01-08,30029,Jacksonville,Florida,South,29,Gorras,Gorras Golf,P4964,3,158.4,346.9,Tarjeta Crédito,Rep_3,0.27,Fall,None
5894,2023-05-03,34039,Peoria,Illinois,Midwest,19,Pantalones,Pantalones Golf,P6423,5,120.29,589.42,Tarjeta Débito,Rep_16,0.02,Summer,None
5895,2023-12-26,94439,San Antonio,Texas,South,29,Gorras,Gorras Golf,P2503,2,143.1,254.72,Efectivo,Rep_9,0.11,Winter,None
5896,2023-11-13,32574,Miami,Florida,South,10,Guantes,Guantes Golf,P6423,3,164.5,439.22,Tarjeta Crédito,Rep_12,0.11,Fall,None
5897,2023-01-31,37585,Tucson,Arizona,West,43,Polos,Polos Golf,P5597,5,167.12,643.41,PayPal,Rep_7,0.23,Summer,Silver
5898,2023-01-06,94869,Carson City,Nevada,West,32,Gorras,Gorras Golf,P4834,1,79.22,58.62,Tarjeta Crédito,Rep_4,0.26,Spring,None
5899,2023-04-25,27137,New York City,New York,Northeast,32,Zapatos,Zapatos Golf,P5823,1,195.37,162.16,Efectivo,Rep_11,0.17,Spring,Platinum
5900,2023-10-20,14680,Sacramento,California,West,19,Pantalones,Pantalones Golf,P4818,5,78.26,371.74,Tarjeta Débito,Rep_9,0.05,Summer,Silver
5901,2023-11-04,24078,Los Angeles,California,West,24,Zapatos,Zapatos Golf,P4857,3,158.65,423.6,Efectivo,Rep_18,0.11,Winter,Gold
5902,2023-10-09,89424,Orlando,Florida,South,28,Gorras,Gorras Golf,P3823,4,121.5,345.06,Tarjeta Débito,Rep_2,0.29,Spring,None
5903,2023-07-05,23856,Augusta,Georgia,South,49,Gorras,Gorras Golf,P4545,3,96.05,259.33,Efectivo,Rep_13,0.1,Winter,Platinum
5904,2023-05-27,93501,Reno,Nevada,West,21,Polos,Polos Golf,P5311,5,137.68,688.4,Tarjeta Débito,Rep_2,0.0,Winter,Silver
5905,2023-08-25,13542,Peoria,Illinois,Midwest,15,Pantalones,Pantalones Golf,P6705,5,183.39,696.88,Efectivo,Rep_17,0.24,Spring,Silver
5906,2023-03-26,75684,Macon,Georgia,South,36,Guantes,Guantes Golf,P1891,2,189.13,287.48,Tarjeta Crédito,Rep_9,0.24,Winter,Gold
5907,2023-08-22,87677,Reno,Nevada,West,5,Guantes,Guantes Golf,P6494,4,184.15,559.82,Efectivo,Rep_3,0.24,Fall,Silver
5908,2023-01-08,96334,Dallas,Texas,South,34,Polos,Polos Golf,P2302,4,193.85,666.84,PayPal,Rep_8,0.14,Spring,None
5909,2023-05-03,73870,New York City,New York,Northeast,25,Guantes,Guantes Golf,P2940,4,64.3,182.61,Tarjeta Crédito,Rep_17,0.29,Winter,Gold
5910,2023-09-12,20595,San Francisco,California,West,21,Pantalones,Pantalones Golf,P9746,5,181.6,853.52,PayPal,Rep_10,0.06,Fall,Silver
5911,2023-03-28,44594,Sacramento,California,West,25,Gorras,Gorras Golf,P8203,1,62.18,47.88,Tarjeta Débito,Rep_4,0.23,Winter,Gold
5912,2023-10-01,60333,Las Vegas,Nevada,West,19,Zapatos,Zapatos Golf,P1991,4,195.62,657.28,Tarjeta Crédito,Rep_1,0.16,Spring,Gold
5913,2023-10-09,38744,Springfield,Illinois,Midwest,45,Zapatos,Zapatos Golf,P2407,5,177.37,833.64,PayPal,Rep_8,0.06,Fall,Platinum
5914,2023-02-16,93164,Miami,Florida,South,22,Polos,Polos Golf,P6708,2,110.04,202.47,PayPal,Rep_5,0.08,Fall,Silver
5915,2023-05-21,76214,Los Angeles,California,West,42,Pantalones,Pantalones Golf,P4284,2,92.91,131.93,Efectivo,Rep_19,0.29,Summer,None
5916,2023-02-28,23120,Rochester,New York,Northeast,10,Guantes,Guantes Golf,P9207,2,113.72,200.15,Tarjeta Crédito,Rep_13,0.12,Fall,None
5917,2023-11-30,26237,San Francisco,California,West,29,Gorras,Gorras Golf,P9613,3,173.03,482.75,PayPal,Rep_6,0.07,Winter,Platinum
5918,2023-11-13,58154,Augusta,Georgia,South,16,Zapatos,Zapatos Golf,P6137,1,118.44,90.01,Efectivo,Rep_13,0.24,Summer,Silver
5919,2023-05-03,89433,Albany,New York,Northeast,31,Zapatos,Zapatos Golf,P2506,1,138.66,104.0,PayPal,Rep_19,0.25,Fall,None
5920,2023-08-13,66889,Albany,New York,Northeast,49,Gorras,Gorras Golf,P2168,2,160.69,269.96,Tarjeta Débito,Rep_2,0.16,Fall,Gold
5921,2023-02-13,60728,Las Vegas,Nevada,West,18,Guantes,Guantes Golf,P6084,2,28.49,41.03,PayPal,Rep_3,0.28,Winter,Platinum
5922,2023-07-27,62862,Orlando,Florida,South,4,Pantalones,Pantalones Golf,P2504,5,55.73,242.43,PayPal,Rep_3,0.13,Fall,None
5923,2023-10-17,65392,Orlando,Florida,South,7,Pantalones,Pantalones Golf,P6874,5,69.02,327.84,Efectivo,Rep_3,0.05,Fall,Silver
5924,2023-05-06,36543,Tampa,Florida,South,34,Polos,Polos Golf,P7504,2,71.51,133.01,PayPal,Rep_12,0.07,Fall,Gold
5925,2023-03-12,64048,San Antonio,Texas,South,22,Zapatos,Zapatos Golf,P8763,1,42.59,39.61,Efectivo,Rep_12,0.07,Winter,None
5926,2023-11-24,81613,Tampa,Florida,South,41,Pantalones,Pantalones Golf,P5102,4,133.08,505.7,Tarjeta Crédito,Rep_19,0.05,Spring,None
5927,2023-03-12,83145,Jacksonville,Florida,South,34,Polos,Polos Golf,P6478,1,94.64,71.93,PayPal,Rep_1,0.24,Spring,Platinum
5928,2023-09-03,45844,Chicago,Illinois,Midwest,6,Polos,Polos Golf,P7710,4,150.87,458.64,Tarjeta Débito,Rep_16,0.24,Fall,Silver
